data_id,display,remove,correct_data_id,correct_language,done_by
instalador antenas,instalador antenas,,,,
instalador ascensores,instalador ascensores,,,,
instalador audiovisual,instalador audiovisual,,,,
instalador autorizado,instalador autorizado,,,,
instalador de redes,instalador de redes,,,,
instalador de telecomunicaciones,instalador de telecomunicaciones,,,,
instalador electricista,instalador electricista,,,,
instalador electricista autorizado,instalador electricista autorizado,,,,
instalador electricista oficial,instalador electricista oficial,,,,
instalador equipos,instalador equipos,,,,
instalador fontaneria,instalador fontanería,,,,
instalador gas,instalador gas,,,,
instalador mantenimiento,instalador mantenimiento,,,,
instalador redes telecomunicaciones,instalador redes telecomunicaciones,,,,
instalador sistemas seguridad,instalador sistemas seguridad,,,,
instructor,instructor,,,,
instructor buceo,instructor buceo,,,,
instructor de actividades dirigidas,instructor de actividades dirigidas,,,,
instructor docente,instructor docente,,,,
instructor entrenador personal,instructor entrenador personal,,,,
instructor formador,instructor formador,,,,
instructor soporte vital avanzado,instructor soporte vital avanzado,,,,
instructor tiro,instructor tiro,,,,
instructor vuelo,instructor vuelo,,,,
instructora deportiva,instructora deportiva,,,,
instructora tenis,instructora tenis,,,,
instrumentista,instrumentista,,,,
instrumentista industrial,instrumentista industrial,,,,
integrador,integrador,,,,
integrador de sistemas,integrador de sistemas,,,,
integrador social,integrador social,,,,
intermediador laboral,intermediador laboral,,,,
interno administrativo,interno administrativo,,,,
interno medicina,interno medicina,,,,
interprete de lenguaje de signos,intérprete de lenguaje de signos,,,,
interventor,interventor,,,,
interventor adjunto,interventor adjunto,,,,
interventor de oficina,interventor de oficina,,,,
interventor delegado,interventor delegado,,,,
interventor sucursal,interventor sucursal,,,,
investigador,investigador,,,,
investigador asistente,investigador asistente,,,,
investigador asociado,investigador asociado,,,,
investigador cargo proyecto,investigador cargo proyecto,,,,
investigador cientifico,investigador científico,,,,
investigador contratado,investigador contratado,,,,
investigador contratado doctor,investigador contratado doctor,,,,
investigador de campo,investigador de campo,,,,
investigador desarrollador,investigador desarrollador,,,,
investigador mercado,investigador mercado,,,,
investigador mercados,investigador mercados,,,,
investigador superior,investigador superior,,,,
investigador universitario,investigador universitario,,,,
investigadora mercados,investigadora mercados,,,,
investigadora principal,investigadora principal,,,,
jardinero,jardinero,,,,
jardinero mantenimiento,jardinero mantenimiento,,,,
jefe,jefe,,,,
jefe adjunto ventas,jefe adjunto ventas,,,,
jefe administracion compras,jefe administración compras,,,,
jefe administracion contabilidad,jefe administración contabilidad,,,,
jefe administracion contable,jefe administración contable,,,,
jefe administracion financiero,jefe administración financiero,,,,
jefe administracion gerente,jefe administración gerente,,,,
jefe administracion gestion,jefe administración gestión,,,,
jefe administracion obras,jefe administración obras,,,,
jefe administracion personal,jefe administración personal,,,,
jefe administracion recursos humanos,jefe administración recursos humanos,,,,
jefe administracion servicios,jefe administración servicios,,,,
jefe administrativo,jefe administrativo,,,,
jefe administrativo contable,jefe administrativo contable,,,,
jefe administrativo financiero,jefe administrativo financiero,,,,
jefe administrativo obras,jefe administrativo obras,,,,
jefe administrativo ute,jefe administrativo ute,,,,
jefe admision,jefe admisión,,,,
jefe analista funcional,jefe analista funcional,,,,
jefe analista programador,jefe analista programador,,,,
jefe aprovisionamientos,jefe aprovisionamientos,,,,
jefe area compras,jefe área compras,,,,
jefe area mantenimiento,jefe área mantenimiento,,,,
jefe area obras,jefe área obras,,,,
jefe aseguramiento calidad,jefe aseguramiento calidad,,,,
jefe asociado,jefe asociado,,,,
jefe automocion,jefe automoción,,,,
jefe bodega,jefe bodega,,,,
jefe brigada incendios forestales,jefe brigada incendios forestales,,,,
jefe calidad medio ambiente,jefe calidad medio ambiente,,,,
jefe calidad medio ambiente prevencion,jefe calidad medio ambiente prevención,,,,
jefe calidad planta,jefe calidad planta,,,,
jefe calidad produccion,jefe calidad producción,,,,
jefe calidad seguridad medio ambiente,jefe calidad seguridad medio ambiente,,,,
jefe cantera,jefe cantera,,,,
jefe carroceria,jefe carrocería,,,,
jefe cartera,jefe cartera,,,,
jefe catering,jefe catering,,,,
jefe chapa pintura,jefe chapa pintura,,,,
jefe clinico,jefe clínico,,,,
jefe cobros,jefe cobros,,,,
jefe cocina chef,jefe cocina chef,,,,
jefe cocina cocinero,jefe cocina cocinero,,,,
jefe cocina gerente,jefe cocina gerente,,,,
jefe cocina restaurante,jefe cocina restaurante,,,,
jefe coex,jefe coex,,,,
jefe comerciales,jefe comerciales,,,,
jefe comercio,jefe comercio,,,,
jefe compras administracion,jefe compras administración,,,,
jefe compras almacenes,jefe compras almacenes,,,,
jefe compras aprovisionamiento,jefe compras aprovisionamiento,,,,
jefe compras aprovisionamientos,jefe compras aprovisionamientos,,,,
jefe compras produccion,jefe compras producción,,,,
jefe contabilidad finanzas,jefe contabilidad finanzas,,,,
jefe contable,jefe contable,,,,
jefe contratacion producto,jefe contratación producto,,,,
jefe coordinador seguridad salud,jefe coordinador seguridad salud,,,,
jefe costes,jefe costes,,,,
jefe cuadrilla,jefe cuadrilla,,,,
jefe cuentas,jefe cuentas,,,,
jefe cuentas nacionales,jefe cuentas nacionales,,,,
jefe cuentas pagar,jefe cuentas pagar,,,,
jefe de administracion,jefe de administración,,,,
jefe de administracion y finanzas,jefe de administración y finanzas,,,,
jefe de almacen,jefe de almacén,,,,
jefe de almacenes,jefe de almacenes,,,,
jefe de aprovisionamiento,jefe de aprovisionamiento,,,,
jefe de area,jefe de área,,,,
jefe de asistencia tecnica,jefe de asistencia técnica,,,,
jefe de barra,jefe de barra,,,,
jefe de calidad,jefe de calidad,,,,
jefe de cierre,jefe de cierre,,,,
jefe de cocina,jefe de cocina,,,,
jefe de codina,jefe de codina,,,,
jefe de compras,jefe de compras,,,,
jefe de compras ventas,jefe de compras ventas,,,,
jefe de comunicacion,jefe de comunicación,,,,
jefe de construccion,jefe de construcción,,,,
jefe de contabilidad y administracion,jefe de contabilidad y administración,,,,
jefe de departamento,jefe de departamento,,,,
jefe de departamento de desarrollo,jefe de departamento de desarrollo,,,,
jefe de departamento tecnico,jefe de departamento técnico,,,,
jefe de desarrollo,jefe de desarrollo,,,,
jefe de diseno,jefe de diseño,,,,
jefe de ejecucion,jefe de ejecución,,,,
jefe de equipo,jefe de equipo,,,,
jefe de equipo de auditoria interna,jefe de equipo de auditoría interna,,,,
jefe de equipo de mantenimiento,jefe de equipo de mantenimiento,,,,
jefe de equipo de ventas,jefe de equipo de ventas,,,,
jefe de equipo tecnico,jefe de equipo técnico,,,,
jefe de esctructuras,jefe de estructuras,,,,
jefe de estudios,jefe de estudios,,,,
jefe de fabrica,jefe de fábrica,,,,
jefe de finanzas,jefe de finanzas,,,,
jefe de flota,jefe de flota,,,,
jefe de gabinete,jefe de gabinete,,,,
jefe de gabinete de presidencia,jefe de gabinete de presidencia,,,,
jefe de grupo,jefe de grupo,,,,
jefe de infraestructura,jefe de infraestructura,,,,
jefe de instalaciones,jefe de instalaciones,,,,
jefe de linea de produccion,jefe de línea de producción,,,,
jefe de mantenimiento,jefe de mantenimiento,,,,
jefe de mantenimiento electrico,jefe de mantenimiento eléctrico,,,,
jefe de mantenimiento industrial,jefe de mantenimiento industrial,,,,
jefe de mantenimiento y seguridad,jefe de mantenimiento y seguridad,,,,
jefe de maquillaje,jefe de maquillaje,,,,
jefe de maquinaria,jefe de maquinaria,,,,
jefe de maquinas,jefe de máquinas,,,,
jefe de marca,jefe de marca,,,,
jefe de montaje,jefe de montaje,,,,
jefe de negocio,jefe de negocio,,,,
jefe de obra,jefe de obra,,,,
jefe de obras,jefe de obras,,,,
jefe de oficina tecnica,jefe de oficina técnica,,,,
jefe de operaciones,jefe de operaciones,,,,
jefe de partamento informatico,jefe de departamento informático,,,,
jefe de personal,jefe de personal,,,,
jefe de planta,jefe de planta,,,,
jefe de posventa,jefe de posventa,,,,
jefe de prensa,jefe de prensa,,,,
jefe de presupuestos,jefe de presupuestos,,,,
jefe de procesos,jefe de procesos,,,,
jefe de produccion,jefe de producción,,,,
jefe de produccion y calidad,jefe de producción y calidad,,,,
jefe de producto,jefe de producto,,,,
jefe de promociones,jefe de promociones,,,,
jefe de protocolo,jefe de protocolo,,,,
jefe de proyecto,jefe de proyecto,,,,
jefe de proyecto / project manager,jefe de proyecto / project manager,,,,
jefe de proyecto analista programador,jefe de proyecto analista programador,,,,
jefe de proyecto de sistemas,jefe de proyecto de sistemas,,,,
jefe de proyecto it,jefe de proyecto it,,,,
jefe de proyectos sap,jefe de proyectos SAP,,,,
jefe de publidad,jefe de publicad,,,,
jefe de recambios,jefe de recambios,,,,
jefe de recursos humanos,jefe de recursos humanos,,,,
jefe de relaciones laborales,jefe de relaciones laborales,,,,
jefe de riesgos,jefe de riesgos,,,,
jefe de sala,jefe de sala,,,,
jefe de seccion,jefe de sección,,,,
jefe de sector,jefe de sector,,,,
jefe de seguridad,jefe de seguridad,,,,
jefe de seguridad de salud,jefe de seguridad de salud,,,,
jefe de servicio,jefe de servicio,,,,
jefe de servicio tecnico,jefe de servicio técnico,,,,
jefe de servicios de prevencion de riesgos laborales,jefe de servicios de prevención de riesgos laborales,,,,
jefe de sistemas,jefe de sistemas,,,,
jefe de sucursal,jefe de sucursal,,,,
jefe de tecnologi,jefe de tecnología,,,,
jefe de tecnologia,jefe de tecnología,,,,
jefe de tecnologia (it),jefe de tecnología (it),,,,
jefe de telecomunicaciones,jefe de telecomunicaciones,,,,
jefe de tienda,jefe de tienda,,,,
jefe de trafico,jefe de tráfico,,,,
jefe de tunel,jefe de túnel,,,,
jefe de turno,jefe de turno,,,,
jefe de unidad de asistencia tecnica,jefe de unidad de asistencia técnica,,,,
jefe de unidad tecnica,jefe de unidad técnica,,,,
jefe de venta,jefe de venta,,,,
jefe de ventas,jefe de ventas,,,,
jefe de ventas grandes cuentas,jefe de ventas grandes cuentas,,,,
jefe de vestuario,jefe de vestuario,,,,
jefe del area de desarrolo,jefe del área de desarrollo,,,,
jefe del departamento de calidad,jefe del departamento de calidad,,,,
jefe del departamento de compras,jefe del departamento de compras,,,,
jefe del departamento de contabilidad,jefe del departamento de contabilidad,,,,
jefe del departamento de ingenieria,jefe del departamento de ingeniería,,,,
jefe del departamento de ventas,jefe del departamento de ventas,,,,
jefe del equipo de desarrollo,jefe del equipo de desarrollo,,,,
jefe departamento,jefe departamento,,,,
jefe departamento administracion,jefe departamento administración,,,,
jefe departamento administrativo,jefe departamento administrativo,,,,
jefe departamento aduanas,jefe departamento aduanas,,,,
jefe departamento atencion,jefe departamento atención,,,,
jefe departamento calidad,jefe departamento calidad,,,,
jefe departamento calidad medio ambiente,jefe departamento calidad medio ambiente,,,,
jefe departamento ciencias sociales,jefe departamento ciencias sociales,,,,
jefe departamento contable,jefe departamento contable,,,,
jefe departamento dibujo,jefe departamento dibujo,,,,
jefe departamento estructuras,jefe departamento estructuras,,,,
jefe departamento fiscal,jefe departamento fiscal,,,,
jefe departamento fiscal contable,jefe departamento fiscal contable,,,,
jefe departamento gestion,jefe departamento gestión,,,,
jefe departamento idiomas,jefe departamento idiomas,,,,
jefe departamento infraestructuras,jefe departamento infraestructuras,,,,
jefe departamento ingles,jefe departamento ingles,,,,
jefe departamento instalaciones,jefe departamento instalaciones,,,,
jefe departamento mantenimiento,jefe departamento mantenimiento,,,,
jefe departamento medio ambiente,jefe departamento medio ambiente,,,,
jefe departamento obras,jefe departamento obras,,,,
jefe departamento personal,jefe departamento personal,,,,
jefe departamento prevencion riesgos laborales,jefe departamento prevención riesgos laborales,,,,
jefe departamento recambios,jefe departamento recambios,,,,
jefe departamento recursos humanos,jefe departamento recursos humanos,,,,
jefe departamento reservas,jefe departamento reservas,,,,
jefe departamento tecnico,jefe departamento técnico,,,,
jefe departamento tic,jefe departamento tic,,,,
jefe departamento trafico,jefe departamento trafico,,,,
jefe desarrollo negocio,jefe desarrollo negocio,,,,
jefe desarrollo producto,jefe desarrollo producto,,,,
jefe desarrollo sistemas,jefe desarrollo sistemas,,,,
jefe desarrollo software,jefe desarrollo software,,,,
jefe dpto administracion,jefe dpto. administración,,,,
jefe dto tecnico,jefe dpto. técnico,,,,
jefe edicion cierre,jefe edición cierre,,,,
jefe edificacion civil,jefe edificación civil,,,,
jefe electricidad,jefe electricidad,,,,
jefe emisiones,jefe emisiones,,,,
jefe empresarial,jefe empresarial,,,,
jefe envasado,jefe envasado,,,,
jefe equipo analista,jefe equipo analista,,,,
jefe equipo analista funcional,jefe equipo analista funcional,,,,
jefe equipo analista programador,jefe equipo analista programador,,,,
jefe equipo atencion,jefe equipo atención,,,,
jefe equipo auditoria,jefe equipo auditoria,,,,
jefe equipo banca privada,jefe equipo banca privada,,,,
jefe equipo captacion,jefe equipo captación,,,,
jefe equipo comerciales,jefe equipo comerciales,,,,
jefe equipo coordinador,jefe equipo coordinador,,,,
jefe equipo departamento,jefe equipo departamento,,,,
jefe equipo encargado,jefe equipo encargado,,,,
jefe equipo fidelizacion,jefe equipo fidelización,,,,
jefe equipo formador,jefe equipo formador,,,,
jefe equipo inspeccion,jefe equipo inspección,,,,
jefe equipo mecanico,jefe equipo mecánico,,,,
jefe equipo oficial,jefe equipo oficial,,,,
jefe equipo proyecto,jefe equipo proyecto,,,,
jefe equipo sap,jefe equipo SAP,,,,
jefe equipo seguros,jefe equipo seguros,,,,
jefe equipo team leader,jefe equipo team leader,,,,
jefe equipo topografia,jefe equipo topografía,,,,
jefe equipo venta directa,jefe equipo venta directa,,,,
jefe equipos comerciales,jefe equipos comerciales,,,,
jefe establecimiento,jefe establecimiento,,,,
jefe estudios bachillerato,jefe estudios bachillerato,,,,
jefe estudios civil,jefe estudios civil,,,,
jefe estudios contratacion,jefe estudios contratación,,,,
jefe estudios edificacion,jefe estudios edificación,,,,
jefe estudios infantil,jefe estudios infantil,,,,
jefe estudios jefe,jefe estudios jefe,,,,
jefe estudios mercado,jefe estudios mercado,,,,
jefe estudios oficina tecnico,jefe estudios oficina técnico,,,,
jefe financiero,jefe financiero,,,,
jefe forestal,jefe forestal,,,,
jefe gabinete presidente,jefe gabinete presidente,,,,
jefe gabinete tecnico,jefe gabinete técnico,,,,
jefe gestion calidad,jefe gestión calidad,,,,
jefe grandes cuentas,jefe grandes cuentas,,,,
jefe hidraulica,jefe hidráulica,,,,
jefe imagen,jefe imagen,,,,
jefe industrial,jefe industrial,,,,
jefe industriales,jefe industriales,,,,
jefe informatico,jefe informático,,,,
jefe informativos,jefe informativos,,,,
jefe infraestructuras,jefe infraestructuras,,,,
jefe ingenieria procesos,jefe ingeniería procesos,,,,
jefe instalaciones electricas,jefe instalaciones eléctricas,,,,
jefe instalaciones mecanicas,jefe instalaciones mecánicas,,,,
jefe internet,jefe internet,,,,
jefe inversiones,jefe inversiones,,,,
jefe localizaciones,jefe localizaciones,,,,
jefe mantenimiento produccion,jefe mantenimiento producción,,,,
jefe maquinas marina mercante,jefe maquinas marina mercante,,,,
jefe marketing publicidad,jefe marketing publicidad,,,,
jefe mecanica,jefe mecánica,,,,
jefe mecanico,jefe mecánico,,,,
jefe medio ambiente,jefe medio ambiente,,,,
jefe medios pago,jefe medios pago,,,,
jefe metodos tiempos,jefe métodos tiempos,,,,
jefe montaje,jefe montaje,,,,
jefe nave,jefe nave,,,,
jefe obras civiles,jefe obras civiles,,,,
jefe obras instalaciones,jefe obras instalaciones,,,,
jefe obras mantenimiento,jefe obras mantenimiento,,,,
jefe obras servicios,jefe obras servicios,,,,
jefe oficina agencia viajes,jefe oficina agencia viajes,,,,
jefe oficina tecnico calidad,jefe oficina técnico calidad,,,,
jefe oficina tecnico jefe,jefe oficina técnico jefe,,,,
jefe oficina tecnico jefe produccion,jefe oficina técnico jefe producción,,,,
jefe oficina tecnico produccion,jefe oficina técnico producción,,,,
jefe operacional,jefe operacional,,,,
jefe parque maquinaria,jefe parque maquinaria,,,,
jefe personal administracion,jefe personal administración,,,,
jefe planta produccion,jefe planta producción,,,,
jefe plantas,jefe plantas,,,,
jefe policia,jefe policía,,,,
jefe post venta,jefe post venta,,,,
jefe prevencion de riesgos laborales,jefe prevención de riesgos laborales,,,,
jefe prevencion riesgos laborales,jefe prevención riesgos laborales,,,,
jefe proceso datos,jefe proceso datos,,,,
jefe produccion ayudante,jefe producción ayudante,,,,
jefe produccion compras,jefe producción compras,,,,
jefe produccion cortometraje,jefe producción cortometraje,,,,
jefe produccion encargado,jefe producción encargado,,,,
jefe produccion estructuras,jefe producción estructuras,,,,
jefe produccion jefe oficina tecnico,jefe producción jefe oficina técnico,,,,
jefe produccion mantenimiento,jefe producción mantenimiento,,,,
jefe produccion obras,jefe producción obras,,,,
jefe produccion oficina tecnico,jefe producción oficina técnico,,,,
jefe producto marca propia,jefe producto marca propia,,,,
jefe productos,jefe productos,,,,
jefe provincial,jefe provincial,,,,
jefe proyectista,jefe proyectista,,,,
jefe proyecto bi,jefe proyecto bi,,,,
jefe proyecto desarrollo,jefe proyecto desarrollo,,,,
jefe proyecto informatico,jefe proyecto informático,,,,
jefe proyecto junior,jefe proyecto junior,,,,
jefe proyecto responsable,jefe proyecto responsable,,,,
jefe publicaciones,jefe publicaciones,,,,
jefe publicidad digital,jefe publicidad digital,,,,
jefe publicidad marketing,jefe publicidad marketing,,,,
jefe publicidad revista,jefe publicidad revista,,,,
jefe punto venta,jefe punto venta,,,,
jefe reformas,jefe reformas,,,,
jefe relaciones institucionales,jefe relaciones institucionales,,,,
jefe repuestos,jefe repuestos,,,,
jefe residentes,jefe residentes,,,,
jefe responsable,jefe responsable,,,,
jefe responsable tecnico,jefe responsable técnico,,,,
jefe rrpp,jefe rrpp,,,,
jefe sala camarero,jefe sala camarero,,,,
jefe sala encargado,jefe sala encargado,,,,
jefe sap,jefe SAP,,,,
jefe seccion aparato digestivo,jefe sección aparato digestivo,,,,
jefe seccion bazar,jefe sección bazar,,,,
jefe seccion cardiologia,jefe sección cardiología,,,,
jefe seccion carniceria,jefe sección carnicería,,,,
jefe seccion charcuteria,jefe sección charcutería,,,,
jefe seccion cirugia,jefe sección cirugía,,,,
jefe seccion compras,jefe sección compras,,,,
jefe seccion deportes,jefe sección deportes,,,,
jefe seccion economia,jefe sección economía,,,,
jefe seccion electronica,jefe sección electrónica,,,,
jefe seccion gestion,jefe sección gestión,,,,
jefe seccion ginecologia,jefe sección ginecología,,,,
jefe seccion herramientas,jefe sección herramientas,,,,
jefe seccion mantenimiento,jefe sección mantenimiento,,,,
jefe seccion nefrologia,jefe sección nefrología,,,,
jefe seccion obras,jefe sección obras,,,,
jefe seccion personal,jefe sección personal,,,,
jefe seccion pescaderia,jefe sección pescadería,,,,
jefe seccion produccion,jefe sección producción,,,,
jefe seccion recursos humanos,jefe sección recursos humanos,,,,
jefe seccion textil,jefe sección textil,,,,
jefe seccion ventas,jefe sección ventas,,,,
jefe secretario,jefe secretario,,,,
jefe sector de comercio,jefe sector de comercio,,,,
jefe sector hogar,jefe sector hogar,,,,
jefe sector madera cocinas,jefe sector madera cocinas,,,,
jefe sector sanitario,jefe sector sanitario,,,,
jefe sector textil,jefe sector textil,,,,
jefe seguridad calidad medio ambiente,jefe seguridad calidad medio ambiente,,,,
jefe seguridad delegado,jefe seguridad delegado,,,,
jefe seleccion desarrollo,jefe selección desarrollo,,,,
jefe servicio angiologia cirugia vascular,jefe servicio angiología cirugía vascular,,,,
jefe servicio aparato digestivo,jefe servicio aparato digestivo,,,,
jefe servicio asuntos generales,jefe servicio asuntos generales,,,,
jefe servicio atencion,jefe servicio atención,,,,
jefe servicio cardiologia,jefe servicio cardiología,,,,
jefe servicio cirugia general,jefe servicio cirugía general,,,,
jefe servicio cirugia general aparato digestivo,jefe servicio cirugía general aparato digestivo,,,,
jefe servicio cirugia plastica,jefe servicio cirugía plástica,,,,
jefe servicio comunicaciones,jefe servicio comunicaciones,,,,
jefe servicio deportes,jefe servicio deportes,,,,
jefe servicio estudios,jefe servicio estudios,,,,
jefe servicio farmacia hospitalaria,jefe servicio farmacia hospitalaria,,,,
jefe servicio gestion,jefe servicio gestión,,,,
jefe servicio hematologia,jefe servicio hematología,,,,
jefe servicio infraestructuras,jefe servicio infraestructuras,,,,
jefe servicio mantenimiento,jefe servicio mantenimiento,,,,
jefe servicio medicina intensiva,jefe servicio medicina intensiva,,,,
jefe servicio medicina nuclear,jefe servicio medicina nuclear,,,,
jefe servicio medico,jefe servicio medico,,,,
jefe servicio medio ambiente,jefe servicio medio ambiente,,,,
jefe servicio nefrologia,jefe servicio nefrología,,,,
jefe servicio oftalmologia,jefe servicio oftalmología,,,,
jefe servicio personal,jefe servicio personal,,,,
jefe servicio post venta,jefe servicio post venta,,,,
jefe servicio prevencion mancomunado,jefe servicio prevención mancomunado,,,,
jefe servicio prevencion propio,jefe servicio prevención propio,,,,
jefe servicio radiologia,jefe servicio radiología,,,,
jefe servicio recursos humanos,jefe servicio recursos humanos,,,,
jefe servicio reumatologia,jefe servicio reumatología,,,,
jefe servicio sistemas,jefe servicio sistemas,,,,
jefe servicio sistemas informaticos,jefe servicio sistemas informáticos,,,,
jefe servicio suministros,jefe servicio suministros,,,,
jefe servicio tic,jefe servicio tic,,,,
jefe servicio urbanismo,jefe servicio urbanismo,,,,
jefe servicio urgencias,jefe servicio urgencias,,,,
jefe servicios,jefe servicios,,,,
jefe servicios informaticos,jefe servicios informáticos,,,,
jefe servicios juridicos,jefe servicios jurídicos,,,,
jefe servicios mantenimiento,jefe servicios mantenimiento,,,,
jefe servicios medicos,jefe servicios médicos,,,,
jefe sociedad,jefe sociedad,,,,
jefe software,jefe software,,,,
jefe sonido directo,jefe sonido directo,,,,
jefe soporte,jefe soporte,,,,
jefe suministros,jefe suministros,,,,
jefe superior,jefe superior,,,,
jefe supermercado,jefe supermercado,,,,
jefe tecnico,jefe técnico,,,,
jefe tecnico mantenimiento,jefe técnico mantenimiento,,,,
jefe tecnico produccion,jefe técnico producción,,,,
jefe tecnico proyecto,jefe técnico proyecto,,,,
jefe tecnico sistemas,jefe técnico sistemas,,,,
jefe tecnico sonido,jefe técnico sonido,,,,
jefe terminal,jefe terminal,,,,
jefe terreno,jefe terreno,,,,
jefe tic,jefe tic,,,,
jefe trabajador,jefe trabajador,,,,
jefe trabajos practicos,jefe trabajos prácticos,,,,
jefe trafico administracion,jefe trafico administración,,,,
jefe trafico almacen,jefe trafico almacén,,,,
jefe trafico operaciones,jefe trafico operaciones,,,,
jefe trafico transporte,jefe trafico transporte,,,,
jefe tramo,jefe tramo,,,,
jefe transportes,jefe transportes,,,,
jefe tuneles,jefe túneles,,,,
jefe turno mantenimiento,jefe turno mantenimiento,,,,
jefe unidad calidad,jefe unidad calidad,,,,
jefe unidad enfermeria,jefe unidad enfermería,,,,
jefe unidad gestion,jefe unidad gestión,,,,
jefe unidad negocio,jefe unidad negocio,,,,
jefe unidad negocios,jefe unidad negocios,,,,
jefe ventas compras,jefe ventas compras,,,,
jefe ventas delegado,jefe ventas delegado,,,,
jefe ventas grandes,jefe ventas grandes,,,,
jefe ventas publicidad,jefe ventas publicidad,,,,
jefe ventas pymes,jefe ventas pymes,,,,
jefe vigilancia,jefe vigilancia,,,,
jefe web,jefe web,,,,
jornalero,jornalero,,,,
joyero,joyero,,,,
juez,juez,,,,
jugador golf,jugador golf,,,,
jugadora,jugadora,,,,
jurista,jurista,,,,
kam grandes cuentas,kam grandes cuentas,,,,
key account grandes cuentas,key account grandes cuentas,,,,
laminador,laminador,,,,
lampista,lampista,,,,
lavandero,lavandero,,,,
letrado,letrado,,,,
letrado administracion justicia,letrado administración justicia,,,,
letrado asesor,letrado asesor,,,,
letrado servicios juridicos,letrado servicios jurídicos,,,,
librero,librero,,,,
licenciada enfermeria,licenciada enfermería,,,,
licenciada historia,licenciada historia,,,,
licenciado en medicina,licenciado en medicina,,,,
licenciado farmacia,licenciado farmacia,,,,
limpiador,limpiador,,,,
limpiadora,limpiadora,,,,
limpiadora hogar,limpiadora hogar,,,,
locutor,locutor,,,,
locutor anuncios,locutor anuncios,,,,
locutor de publicidad,locutor de publicidad,,,,
locutor de radio,locutor de radio,,,,
locutor presentador,locutor presentador,,,,
locutor presentadora,locutor presentadora,,,,
locutor productor,locutor productor,,,,
locutor publicidad,locutor publicidad,,,,
locutor publicitario,locutor publicitario,,,,
locutor radio formula,locutor radio formula,,,,
locutor realizador,locutor realizador,,,,
locutor vendedor,locutor vendedor,,,,
locutora en practicas,locutora en prácticas,,,,
logopeda,logopeda,,,,
logopeda maestro audicion lenguaje,logopeda maestro audición lenguaje,,,,
logopedia,logopedia,,,,
maestro,maestro,,,,
maestro audicion lenguaje,maestro audición lenguaje,,,,
maestro auxiliar,maestro auxiliar,,,,
maestro compensatoria,maestro compensatoria,,,,
maestro danza,maestro danza,,,,
maestro de apoyo,maestro de apoyo,,,,
maestro director,maestro director,,,,
maestro educador,maestro educador,,,,
maestro en practicas,maestro en prácticas,,,,
maestro infantil,maestro infantil,,,,
maestro infantil ingles,maestro infantil ingles,,,,
maestro jardinero,maestro jardinero,,,,
maestro lengua extranjera,maestro lengua extranjera,,,,
maestro lengua inglesa,maestro lengua inglesa,,,,
maestro logopeda,maestro logopeda,,,,
maestro obras,maestro obras,,,,
maestro particular,maestro particular,,,,
maestro quesero,maestro quesero,,,,
maestro tutor educacion,maestro tutor educación,,,,
magistrado,magistrado,,,,
mago,mago,,,,
mago ilusionista,mago ilusionista,,,,
maletero,maletero,,,,
manager,manager,,,,
manager de tienda,manager de tienda,,,,
manipulador,manipulador,,,,
manipulador alimentos,manipulador alimentos,,,,
manipulador de alimentos,manipulador de alimentos,,,,
manipulador de almacen,manipulador de almacén,,,,
manipulador papel,manipulador papel,,,,
manipulador textil,manipulador textil,,,,
manipuladora fruta,manipuladora fruta,,,,
manipuladora frutas,manipuladora frutas,,,,
mantenimiento,mantenimiento,,,,
mantenimiento electronico,mantenimiento electrónico,,,,
mantenimiento equipos,mantenimiento equipos,,,,
mantenimiento equipos informaticos,mantenimiento equipos informáticos,,,,
mantenimiento industrial,mantenimiento industrial,,,,
mantenimiento informatico,mantenimiento informático,,,,
mantenimiento maquinaria,mantenimiento maquinaria,,,,
mantenimiento preventivo,mantenimiento preventivo,,,,
mantenimiento web,mantenimiento web,,,,
maquetador desarrollador web,maquetado desarrollador web,,,,
maquillador peluquera,maquillador peluquera,,,,
maquilladora asesora de belleza,maquilladora asesora de belleza,,,,
maquilladora consejera belleza,maquilladora consejera belleza,,,,
maquillaje peluqueria,maquillaje peluquería,,,,
marinero,marinero,,,,
marinero puente maquinas,marinero puente maquinas,,,,
marino mercante,marino mercante,,,,
marketing publicidad,marketing publicidad,,,,
marmolista,marmolista,,,,
masajista,masajista,,,,
masajista recepcionista,masajista recepcionista,,,,
matador toros,matador toros,,,,
matrona,matrona,,,,
mecanico automocion,mecánico automoción,,,,
mecanico automovil,mecánico automóvil,,,,
mecanico automoviles,mecánico automóviles,,,,
mecanico aviones,mecánico aviones,,,,
mecanico de coches,mecánico de coches,,,,
mecanico de montaje,mecánico de montaje,,,,
mecanico mantenimiento,mecánico mantenimiento,,,,
mediador,mediador,,,,
mediador cultural,mediador cultural,,,,
mediador de seguros,mediador de seguros,,,,
mediador exclusivo,mediador exclusivo,,,,
mediador intercultural,mediador intercultural,,,,
mediador social,mediador social,,,,
mediadora social intercultural,mediadora social intercultural,,,,
mediadoro cultural,mediador cultural,,,,
medicina familia comunitaria,medicina familia comunitaria,,,,
medicina nuclear,medicina nuclear,,,,
medico,médico,,,,
medico adicciones,medico adicciones,,,,
medico adjunto,médico adjunto,,,,
medico adjunto cirugia general aparato digestivo,medico adjunto cirugía general aparato digestivo,,,,
medico adjunto cirugia plastica,medico adjunto cirugía plástica,,,,
medico adjunto de urgencias,medico adjunto de urgencias,,,,
medico adjunto digestivo,medico adjunto digestivo,,,,
