data_id,display,remove,correct_data_id,correct_language,done_by
asesor cosmetica,asesor cosmética,,,,
asesor creacion,asesor creación,,,,
asesor cultural,asesor cultural,,,,
asesor de arte,asesor de arte,,,,
asesor de automocion,asesor de automoción,,,,
asesor de banca,asesor de banca,,,,
asesor de belleza,asesor de belleza,,,,
asesor de belleza / dependiente,asesor de belleza / dependiente,,,,
asesor de cambio,asesor de cambio,,,,
asesor de campana declaracion de la renta,asesor de campaña declaración de la renta,,,,
asesor de comercio,asesor de comercio,,,,
asesor de cuentas,asesor de cuentas,,,,
asesor de descanso,asesor de descanso,,,,
asesor de grandes cuentas,asesor de grandes cuentas,,,,
asesor de imagen,asesor de imagen,,,,
asesor de inversiones,asesor de inversiones,,,,
asesor de inversiones inmobiliarias,asesor de inversiones inmobiliarias,,,,
asesor de negocio,asesor de negocio,,,,
asesor de prensa,asesor de prensa,,,,
asesor de producto,asesor de producto,,,,
asesor de productos,asesor de productos,,,,
asesor de publicidad,asesor de publicidad,,,,
asesor de relaciones publicas,asesor de relaciones públicas,,,,
asesor de salud,asesor de salud,,,,
asesor de segruos de salud,asesor de seguros de salud,,,,
asesor de servicio,asesor de servicio,,,,
asesor de servicio de post venta,asesor de servicio de post venta,,,,
asesor de telecomunicacciones pymes,asesor de telecomunicaciones pymes,,,,
asesor de ventas,asesor de ventas,,,,
asesor de viajes,asesor de viajes,,,,
asesor delegado,asesor delegado,,,,
asesor dental,asesor dental,,,,
asesor departamento,asesor departamento,,,,
asesor departamento laboral,asesor departamento laboral,,,,
asesor desarrollo empresarial,asesor desarrollo empresarial,,,,
asesor economico,asesor económico,,,,
asesor ejecutivo,asesor ejecutivo,,,,
asesor energetico,asesor energético,,,,
asesor energetico pymes,asesor energético pymes,,,,
asesor experto,asesor experto,,,,
asesor externo,asesor externo,,,,
asesor financiero,asesor financiero,,,,
asesor financiero / gestor,asesor financiero / gestor,,,,
asesor financiero agente de seguros,asesor financiero agente de seguros,,,,
asesor financiero banca personal,asesor financiero banca personal,,,,
asesor financiero personal,asesor financiero personal,,,,
asesor fiscal,asesor fiscal,,,,
asesor fiscal abogado,asesor fiscal abogado,,,,
asesor fiscal auditor,asesor fiscal auditor,,,,
asesor fiscal contable,asesor fiscal contable,,,,
asesor fiscal contable laboral,asesor fiscal contable laboral,,,,
asesor fiscal gerente,asesor fiscal gerente,,,,
asesor fiscal laboral,asesor fiscal laboral,,,,
asesor fiscal laboral contable,asesor fiscal laboral contable,,,,
asesor fiscal mercantil,asesor fiscal mercantil,,,,
asesor fiscal superior,asesor fiscal superior,,,,
asesor fiscal tributario,asesor fiscal tributario,,,,
asesor franquicias,asesor franquicias,,,,
asesor gabinete presidencia,asesor gabinete presidencia,,,,
asesor general,asesor general,,,,
asesor gerencia,asesor gerencia,,,,
asesor gestor inmobiliario,asesor gestor inmobiliario,,,,
asesor gestor laboral,asesor gestor laboral,,,,
asesor hipotecario,asesor hipotecario,,,,
asesor imagen dependiente,asesor imagen dependiente,,,,
asesor imagen personal,asesor imagen personal,,,,
asesor imagen personal corporativa,asesor imagen personal corporativa,,,,
asesor imagen personal shopper,asesor imagen personal shopper,,,,
asesor industrial,asesor industrial,,,,
asesor inmobiliario,asesor inmobiliario,,,,
asesor inmobiliario asociado,asesor inmobiliario asociado,,,,
asesor inmobiliario financiero,asesor inmobiliario financiero,,,,
asesor integral,asesor integral,,,,
asesor inversiones banca privada,asesor inversiones banca privada,,,,
asesor jefe equipo,asesor jefe equipo,,,,
asesor juridico,asesor jurídico,,,,
asesor laboral,asesor laboral,,,,
asesor laboral contable fiscal,asesor laboral contable fiscal,,,,
asesor laboral fiscal,asesor laboral fiscal,,,,
asesor laboral fiscal contable,asesor laboral fiscal contable,,,,
asesor laboral graduado social,asesor laboral graduado social,,,,
asesor lactancia,asesor lactancia,,,,
asesor literario,asesor literario,,,,
asesor medico,asesor medico,,,,
asesor medioambiental,asesor medioambiental,,,,
asesor mercantil,asesor mercantil,,,,
asesor ministro,asesor ministro,,,,
asesor moda,asesor moda,,,,
asesor municipal,asesor municipal,,,,
asesor musical,asesor musical,,,,
asesor nutricional,asesor nutricional,,,,
asesor patrimonial,asesor patrimonial,,,,
asesor patrimonial banca privada,asesor patrimonial banca privada,,,,
asesor patrimonio,asesor patrimonio,,,,
asesor patrimonios,asesor patrimonios,,,,
asesor personal,asesor personal,,,,
asesor personal inmobiliario,asesor personal inmobiliario,,,,
asesor planta,asesor planta,,,,
asesor politica,asesor política,,,,
asesor presidente,asesor presidente,,,,
asesor programas,asesor programas,,,,
asesor propiedad industrial,asesor propiedad industrial,,,,
asesor propiedad inmobiliaria,asesor propiedad inmobiliaria,,,,
asesor psicopedagogia,asesor psicopedagogía,,,,
asesor publicitario,asesor publicitario,,,,
asesor punto venta,asesor punto venta,,,,
asesor pyme,asesor pyme,,,,
asesor pymes,asesor pymes,,,,
asesor recambios,asesor recambios,,,,
asesor recursos humanos,asesor recursos humanos,,,,
asesor relaciones institucionales,asesor relaciones institucionales,,,,
asesor renta,asesor renta,,,,
asesor responsable,asesor responsable,,,,
asesor seguridad,asesor seguridad,,,,
asesor seguridad alimentaria,asesor seguridad alimentaria,,,,
asesor seguros,asesor seguros,,,,
asesor servicios,asesor servicios,,,,
asesor servicios comerciales,asesor servicios comerciales,,,,
asesor sistemas,asesor sistemas,,,,
asesor sistemas seguridad,asesor sistemas seguridad,,,,
asesor superior,asesor superior,,,,
asesor superior ventas,asesor superior ventas,,,,
asesor tecnico,asesor técnico,,,,
asesor tecnico calidad,asesor técnico calidad,,,,
asesor tecnico telecomunicaciones,asesor técnico telecomunicaciones,,,,
asesor telecomunicaciones,asesor telecomunicaciones,,,,
asesor telefonia,asesor telefonía,,,,
asesor tic,asesor tic,,,,
asesor transporte,asesor transporte,,,,
asesor tributario,asesor tributario,,,,
asesor universitario,asesor universitario,,,,
asesor urbanismo,asesor urbanismo,,,,
asesor vehiculos nuevos,asesor vehículos nuevos,,,,
asesor vendedor,asesor vendedor,,,,
asesor venta directa,asesor venta directa,,,,
asesor veterinario,asesor veterinario,,,,
asesor viajes empresa,asesor viajes empresa,,,,
asesor web,asesor web,,,,
asesoria fiscal contable laboral,asesoría fiscal contable laboral,,,,
asesoria fiscal laboral contable,asesoría fiscal laboral contable,,,,
asesoria laboral fiscal contable,asesoría laboral fiscal contable,,,,
asesormiento fiscal contable,asesoramiento fiscal contable,,,,
asesormiento tecnico,asesoramiento técnico,,,,
asistencia viaje,asistencia viaje,,,,
asistente,asistente,,,,
asistente administrativo,asistente administrativo,,,,
asistente administrativo atencion,asistente administrativo atención,,,,
asistente alimentos bebidas,asistente alimentos bebidas,,,,
asistente artista,asistente artista,,,,
asistente banca,asistente banca,,,,
asistente comercio exterior,asistente comercio exterior,,,,
asistente comunicaciones,asistente comunicaciones,,,,
asistente consejero delegado,asistente consejero delegado,,,,
asistente consultor,asistente consultor,,,,
asistente contable,asistente contable,,,,
asistente contable administrativo,asistente contable administrativo,,,,
asistente coordinador,asistente coordinador,,,,
asistente cultural,asistente cultural,,,,
asistente de almacen,asistente de almacén,,,,
asistente de auditoria,asistente de auditoría,,,,
asistente de cocina,asistente de cocina,,,,
asistente de contabilidad,asistente de contabilidad,,,,
asistente de desarrollo de negocio,asistente de desarrollo de negocio,,,,
asistente de mantenimiento,asistente de mantenimiento,,,,
asistente de medios,asistente de medios,,,,
asistente de presidente,asistente de presidente,,,,
asistente de profesorado,asistente de profesorado,,,,
asistente de publicidad,asistente de publicidad,,,,
asistente de relaciones publicas,asistente de relaciones públicas,,,,
asistente de ventas,asistente de ventas,,,,
asistente departamento calidad,asistente departamento calidad,,,,
asistente departamento cuentas,asistente departamento cuentas,,,,
asistente departamento fiscal,asistente departamento fiscal,,,,
asistente departamento operaciones,asistente departamento operaciones,,,,
asistente departamento prensa,asistente departamento prensa,,,,
asistente departamento ventas,asistente departamento ventas,,,,
asistente director,asistente director,,,,
asistente director arte,asistente director arte,,,,
asistente director ejecutivo,asistente director ejecutivo,,,,
asistente director operaciones,asistente director operaciones,,,,
asistente director ventas,asistente director ventas,,,,
asistente domiciliaria,asistente domiciliaria,,,,
asistente domicilio,asistente domicilio,,,,
asistente dpto compras,asistente dpto. compras,,,,
asistente editor,asistente editor,,,,
asistente ejecutivo,asistente ejecutivo,,,,
asistente ejecutivo cuentas,asistente ejecutivo cuentas,,,,
asistente ejecutivo de cuentas,asistente ejecutivo de cuentas,,,,
asistente ejecutivo director general,asistente ejecutivo director general,,,,
asistente encargado,asistente encargado,,,,
asistente establecimiento,asistente establecimiento,,,,
asistente estudios,asistente estudios,,,,
asistente estudios mercado,asistente estudios mercado,,,,
asistente farmacia,asistente farmacia,,,,
asistente finanzas,asistente finanzas,,,,
asistente firmas,asistente firmas,,,,
asistente fiscal,asistente fiscal,,,,
asistente gabinete prensa,asistente gabinete prensa,,,,
asistente gerencia,asistente gerencia,,,,
asistente gerente general,asistente gerente general,,,,
asistente gestor,asistente gestor,,,,
asistente idiomas,asistente idiomas,,,,
asistente ingeniero,asistente ingeniero,,,,
asistente jefe produccion,asistente jefe producción,,,,
